flight_number,airline,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,aircraft_type,status,gate,extraction_date,data_source,flight_type,flight_duration_minutes
VJ978,VJ,EMY,MIA,2025-07-12 22:00:00,2025-07-13 01:00:00,B777,Delayed,A1,2025-07-12,schedule,scheduled,180.0
TT9038,TT,YOW,IFN,2025-07-12 22:30:00,2025-07-13 00:00:00,B737,Delayed,D17,2025-07-12,schedule,scheduled,90.0
WN9749,WN,CYI,BJX,2025-07-13 00:15:00,2025-07-13 02:45:00,B787,Scheduled,C5,2025-07-12,schedule,scheduled,150.0
PC8929,PC,RPN,PPS,2025-07-12 20:45:00,2025-07-13 03:15:00,A350,Scheduled,A43,2025-07-12,schedule,scheduled,390.0
SJ4241,SJ,PHL,HYD,2025-07-12 22:45:00,2025-07-13 01:45:00,B737,On Time,C28,2025-07-12,schedule,scheduled,180.0
FJ5867,FJ,CUC,IKT,2025-07-12 15:15:00,2025-07-12 21:45:00,B787,Cancelled,C33,2025-07-12,schedule,scheduled,390.0
ZX598,ZX,DWC,TUN,2025-07-12 22:30:00,2025-07-13 03:15:00,B777,Cancelled,C17,2025-07-12,schedule,scheduled,285.0
W5888,W5,WLG,AYP,2025-07-12 21:45:00,2025-07-13 02:30:00,A350,On Time,A26,2025-07-12,schedule,scheduled,285.0
AT4047,AT,CEB,EBL,2025-07-12 18:15:00,2025-07-13 00:30:00,A320,Delayed,C38,2025-07-12,schedule,scheduled,375.0
BL8954,BL,KIM,MUH,2025-07-12 10:00:00,2025-07-12 12:30:00,B737,Cancelled,B13,2025-07-12,schedule,scheduled,150.0
AZ2686,AZ,VOG,HMO,2025-07-12 22:30:00,2025-07-13 02:00:00,A320,On Time,A50,2025-07-12,schedule,scheduled,210.0
SA1876,SA,SFO,AGA,2025-07-12 09:30:00,2025-07-12 16:15:00,B777,Scheduled,B27,2025-07-12,schedule,scheduled,405.0
AS5379,AS,LAS,JUL,2025-07-12 08:15:00,2025-07-12 12:45:00,B787,Delayed,A27,2025-07-12,schedule,scheduled,270.0
QF3711,QF,UIO,IST,2025-07-12 16:30:00,2025-07-12 22:15:00,B737,Delayed,B47,2025-07-12,schedule,scheduled,345.0
P55049,P5,TLV,BGW,2025-07-12 09:45:00,2025-07-12 14:45:00,A350,On Time,A34,2025-07-12,schedule,scheduled,300.0
ZX9339,ZX,YNY,OSM,2025-07-12 11:30:00,2025-07-12 14:45:00,B787,Cancelled,C16,2025-07-12,schedule,scheduled,195.0
MS1856,MS,IVC,EBL,2025-07-12 20:00:00,2025-07-12 23:45:00,B787,On Time,B38,2025-07-12,schedule,scheduled,225.0
PK8672,PK,FOR,SSH,2025-07-12 09:45:00,2025-07-12 15:15:00,A350,On Time,A1,2025-07-12,schedule,scheduled,330.0
WS9221,WS,CTS,BUD,2025-07-12 18:30:00,2025-07-13 00:45:00,B777,On Time,C48,2025-07-12,schedule,scheduled,375.0
QF6180,QF,JUJ,TCP,2025-07-12 15:45:00,2025-07-12 18:30:00,B787,Scheduled,C4,2025-07-12,schedule,scheduled,165.0
RJ3082,RJ,WJU,BGA,2025-07-12 09:30:00,2025-07-12 12:15:00,B787,On Time,A30,2025-07-12,schedule,scheduled,165.0
W62785,W6,LED,GPS,2025-07-12 19:15:00,2025-07-13 00:45:00,B737,On Time,D42,2025-07-12,schedule,scheduled,330.0
SK2760,SK,SLA,BLR,2025-07-12 11:15:00,2025-07-12 16:15:00,B777,Cancelled,B2,2025-07-12,schedule,scheduled,300.0
LO6970,LO,GRJ,TTT,2025-07-12 10:00:00,2025-07-12 14:45:00,B787,Scheduled,D21,2025-07-12,schedule,scheduled,285.0
JJ4963,JJ,CNF,ADL,2025-07-12 15:45:00,2025-07-12 18:45:00,B777,Delayed,B32,2025-07-12,schedule,scheduled,180.0
WF7707,WF,TAB,YNY,2025-07-12 19:30:00,2025-07-12 21:15:00,B787,Scheduled,D1,2025-07-12,schedule,scheduled,105.0
PD8822,PD,PYO,HRG,2025-07-12 15:00:00,2025-07-12 16:00:00,B777,Scheduled,A13,2025-07-12,schedule,scheduled,60.0
U22953,U2,DLM,LLI,2025-07-12 09:45:00,2025-07-12 14:00:00,A350,Delayed,A31,2025-07-12,schedule,scheduled,255.0
RO1547,RO,CGH,ELG,2025-07-12 18:00:00,2025-07-12 23:30:00,A350,On Time,C9,2025-07-12,schedule,scheduled,330.0
WG7460,WG,BRC,ZCO,2025-07-12 20:15:00,2025-07-13 00:30:00,B737,Scheduled,B17,2025-07-12,schedule,scheduled,255.0
SN7515,SN,GZT,AHB,2025-07-12 23:15:00,2025-07-13 05:15:00,A320,Scheduled,C21,2025-07-12,schedule,scheduled,360.0
SQ6226,SQ,PUS,NPE,2025-07-12 13:30:00,2025-07-12 15:00:00,B787,Scheduled,A29,2025-07-12,schedule,scheduled,90.0
VJ2632,VJ,KAN,PER,2025-07-12 19:30:00,2025-07-13 00:45:00,B777,On Time,D14,2025-07-12,schedule,scheduled,315.0
VY988,VY,SJD,HGH,2025-07-12 12:00:00,2025-07-12 13:30:00,B777,On Time,B50,2025-07-12,schedule,scheduled,90.0
PD7764,PD,CZM,DJE,2025-07-12 13:00:00,2025-07-12 16:15:00,A320,Cancelled,A12,2025-07-12,schedule,scheduled,195.0
6E2004,6E,CWB,ETM,2025-07-13 00:45:00,2025-07-13 02:45:00,B787,Cancelled,D48,2025-07-12,schedule,scheduled,120.0
NZ6027,NZ,DIR,ADB,2025-07-12 14:15:00,2025-07-12 18:30:00,B777,Delayed,C31,2025-07-12,schedule,scheduled,255.0
B65805,B6,IBA,PMC,2025-07-12 13:30:00,2025-07-12 16:15:00,B737,On Time,D20,2025-07-12,schedule,scheduled,165.0
F89090,F8,REC,FTE,2025-07-12 09:45:00,2025-07-12 14:45:00,A320,Delayed,C33,2025-07-12,schedule,scheduled,300.0
UU1824,UU,CMN,ERH,2025-07-12 22:15:00,2025-07-13 00:00:00,A350,On Time,B1,2025-07-12,schedule,scheduled,105.0
OZ7559,OZ,HBA,OVB,2025-07-12 20:30:00,2025-07-12 22:15:00,B787,Cancelled,C32,2025-07-12,schedule,scheduled,105.0
VJ8018,VJ,CAI,VDA,2025-07-12 12:30:00,2025-07-12 19:00:00,B777,Scheduled,B17,2025-07-12,schedule,scheduled,390.0
MH7977,MH,SCY,CJC,2025-07-12 20:15:00,2025-07-12 23:45:00,B787,On Time,B6,2025-07-12,schedule,scheduled,210.0
TD3939,TD,KSW,AYP,2025-07-12 08:15:00,2025-07-12 14:30:00,B777,Delayed,D31,2025-07-12,schedule,scheduled,375.0
PD5607,PD,TNG,BOG,2025-07-13 00:15:00,2025-07-13 04:30:00,A320,On Time,D39,2025-07-12,schedule,scheduled,255.0
NZ4328,NZ,CHC,YHZ,2025-07-12 12:00:00,2025-07-12 17:30:00,A350,On Time,C49,2025-07-12,schedule,scheduled,330.0
6E9611,6E,OTP,PLZ,2025-07-12 22:45:00,2025-07-13 04:45:00,B737,Cancelled,A22,2025-07-12,schedule,scheduled,360.0
MS7135,MS,DXB,ERH,2025-07-12 19:30:00,2025-07-12 22:15:00,A350,Delayed,C13,2025-07-12,schedule,scheduled,165.0
AC997,AC,YUL,KUL,2025-07-12 18:00:00,2025-07-12 23:30:00,B737,Delayed,C40,2025-07-12,schedule,scheduled,330.0
TT7816,TT,REC,BOM,2025-07-12 16:15:00,2025-07-12 22:15:00,A350,On Time,C43,2025-07-12,schedule,scheduled,360.0
XG2641,XG,WAW,AKR,2025-07-12 09:30:00,2025-07-12 16:00:00,B737,Scheduled,B2,2025-07-12,schedule,scheduled,390.0
WF4795,WF,ILO,AQP,2025-07-12 21:30:00,2025-07-12 23:15:00,B737,On Time,D49,2025-07-12,schedule,scheduled,105.0
LO3066,LO,PLZ,CUC,2025-07-12 22:15:00,2025-07-13 04:30:00,B777,Cancelled,A11,2025-07-12,schedule,scheduled,375.0
TK767,TK,BCD,SCY,2025-07-12 20:30:00,2025-07-13 00:30:00,A320,Scheduled,A5,2025-07-12,schedule,scheduled,240.0
CI4514,CI,MTY,TAB,2025-07-12 18:45:00,2025-07-12 22:15:00,B737,Scheduled,D9,2025-07-12,schedule,scheduled,210.0
HV8914,HV,DMM,LLI,2025-07-12 08:00:00,2025-07-12 11:00:00,B777,Cancelled,D23,2025-07-12,schedule,scheduled,180.0
