icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,data_source,extraction_time,data_timestamp,altitude,speed,heading,region
a3475e,FFT1306,United States,1752334367.0,1752334367,-72.6982,41.9459,45.72,False,68.39,134.39,-3.9,,83.82,3176,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,45.72,68.39,134.39,North America
800737,AIC159,India,1752334385.0,1752334385,9.1106,49.9779,12192.0,False,243.98,291.91,-0.33,,12557.76,6604,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12192.0,243.98,291.91,Europe
a07176,AMX020,United States,1752334270.0,1752334271,-83.5656,25.8947,10363.2,False,263.71,251.46,-0.33,,11003.28,3666,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10363.2,263.71,251.46,North America
39429c,FJVQY,France,1752334384.0,1752334384,2.8312,49.6346,1950.72,False,63.1,114.06,-0.33,,2042.16,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1950.72,63.1,114.06,Europe
a07177,AAL617,United States,1752334383.0,1752334384,-111.0568,35.5994,10355.58,False,257.65,93.32,3.9,,10942.32,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10355.58,257.65,93.32,North America
780a59,CPA673,China,1752334378.0,1752334379,106.8422,23.7872,11612.88,False,246.44,312.89,0.0,,12428.22,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11612.88,246.44,312.89,Asia
0ac121,HK4541,Colombia,1752334384.0,1752334384,-73.8942,4.9997,5791.2,False,112.05,117.04,0.33,,6202.68,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,5791.2,112.05,117.04,South America
800741,AIC143,India,1752334384.0,1752334384,12.7729,46.3471,12184.38,False,235.69,284.28,-0.33,,12588.24,6531,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12184.38,235.69,284.28,Europe
a9b8ef,N7253Q,United States,1752334303.0,1752334305,-93.5239,43.5605,647.7,False,40.77,259.82,1.3,,647.7,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,647.7,40.77,259.82,North America
a32116,AAL552,United States,1752334384.0,1752334384,-79.4952,41.3149,9753.6,False,244.87,285.35,0.0,,10325.1,2675,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9753.6,244.87,285.35,North America
ac5b20,SWA1436,United States,1752334384.0,1752334384,-82.1293,29.6589,7543.8,False,211.44,170.19,-10.73,,8031.48,1067,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7543.8,211.44,170.19,North America
a26f01,ENY3788,United States,1752334383.0,1752334383,-102.7524,41.9372,9364.98,False,228.67,353.93,-5.2,,9806.94,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9364.98,228.67,353.93,North America
a6f777,DAL2836,United States,1752334384.0,1752334384,-82.0607,30.6945,10058.4,False,247.6,341.72,0.0,,10660.38,0566,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10058.4,247.6,341.72,North America
a4a478,CAP4527,United States,1752334379.0,1752334379,-79.9705,37.3155,312.42,False,37.97,324.37,-5.2,,335.28,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,312.42,37.97,324.37,North America
a44168,UAL2352,United States,1752334384.0,1752334384,-101.1263,35.6496,10668.0,False,235.68,140.4,0.0,,11239.5,0605,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,235.68,140.4,North America
a26f08,AAY8043,United States,1752334384.0,1752334384,-87.7625,41.7764,411.48,False,69.35,217.46,13.66,,381.0,1344,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,411.48,69.35,217.46,North America
a44166,UAL820,United States,1752334372.0,1752334372,-116.8164,36.8833,11582.4,False,218.88,325.82,0.0,,12268.2,2760,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11582.4,218.88,325.82,North America
a1e17e,N220F,United States,1752334384.0,1752334384,-113.6856,34.5571,14325.6,False,237.64,263.54,0.33,,14988.54,3771,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,14325.6,237.64,263.54,North America
aae89a,N80149,United States,1752334385.0,1752334385,-111.2163,32.0804,1501.14,False,51.96,270.0,-1.3,,1546.86,0424,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1501.14,51.96,270.0,North America
ac5bd7,N896CG,United States,1752334384.0,1752334384,-80.5039,32.9385,4846.32,False,128.87,273.66,11.7,,5120.64,1670,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,4846.32,128.87,273.66,North America
a70463,DAL1815,United States,1752334384.0,1752334384,-90.9766,31.7369,10972.8,False,246.04,250.2,0.0,,11620.5,3451,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,246.04,250.2,North America
75006f,XAX523,Malaysia,1752334383.0,1752334383,138.4728,34.7949,7284.72,False,237.68,248.54,4.23,,7772.4,3221,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7284.72,237.68,248.54,Asia
aa1bfa,N750VX,United States,1752334377.0,1752334379,-86.844,34.2868,609.6,False,49.54,254.95,-11.7,,640.08,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,609.6,49.54,254.95,North America
ad4873,AAL479,United States,1752334385.0,1752334385,-74.3838,41.0911,9753.6,False,235.49,228.72,-0.33,,10294.62,3553,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9753.6,235.49,228.72,North America
a4414a,DAL1809,United States,1752334384.0,1752334384,-79.2141,28.034,10972.8,False,230.68,139.7,0.0,,11628.12,3565,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,230.68,139.7,North America
48922b,ENT773,Poland,1752334384.0,1752334384,-5.7183,40.5261,9753.6,False,238.65,97.43,0.0,,10218.42,2216,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9753.6,238.65,97.43,Europe
aa1bef,N750VL,United States,1752334384.0,1752334384,-80.5389,25.4723,1889.76,False,84.48,193.02,-23.41,,2026.92,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1889.76,84.48,193.02,North America
7395a2,4XHSC,Israel,1752334383.0,1752334383,34.9612,31.8569,487.68,False,31.95,165.07,-0.98,,502.92,5100,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,487.68,31.95,165.07,Africa
a4a484,DAL1985,United States,1752334384.0,1752334384,-81.8878,30.7546,9753.6,False,244.48,141.32,0.0,,10370.82,0750,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9753.6,244.48,141.32,North America
4bb145,THY75Q,Turkey,1752334311.0,1752334311,30.2931,37.1053,5455.92,False,178.73,102.64,-7.15,,5890.26,0727,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,5455.92,178.73,102.64,Europe
4bb144,THY6DQ,Turkey,1752334384.0,1752334384,2.5938,51.5266,10020.3,False,252.11,290.17,-9.43,,10408.92,0625,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10020.3,252.11,290.17,Europe
8963f6,UAE30T,United Arab Emirates,1752334384.0,1752334384,20.5996,48.1853,11277.6,False,270.48,137.24,0.0,,11567.16,7623,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,270.48,137.24,Europe
489225,ENT1661,Poland,1752334383.0,1752334383,30.804,36.982,472.44,False,79.65,185.93,-3.9,,480.06,4533,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,472.44,79.65,185.93,Europe
4bb103,THY73G,Turkey,1752334384.0,1752334384,-113.8599,48.8128,11582.4,False,250.96,217.5,0.0,,12062.46,0312,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11582.4,250.96,217.5,North America
8963eb,UAE1DM,United Arab Emirates,1752334346.0,1752334347,36.5403,40.8,12192.0,False,239.64,290.61,0.0,,13007.34,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12192.0,239.64,290.61,Europe
ad7bdf,SWA4253,United States,1752334384.0,1752334384,-81.8441,29.0432,3611.88,False,184.66,158.08,-11.38,,3870.96,4030,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3611.88,184.66,158.08,North America
8963ee,UAE6AQ,United Arab Emirates,1752334383.0,1752334383,55.0256,25.5493,2926.08,False,187.59,113.26,-2.28,,3025.14,1064,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2926.08,187.59,113.26,Other
aa7238,UAL2714,United States,1752334384.0,1752334384,-106.6992,37.0363,11582.4,False,243.73,12.8,0.0,,12169.14,2520,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11582.4,243.73,12.8,North America
8963ed,UAE7TR,United Arab Emirates,1752334383.0,1752334384,28.0586,43.5234,12192.0,False,243.99,303.82,0.0,,,5447,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12192.0,243.99,303.82,Europe
8963ec,UAE4PV,United Arab Emirates,1752334384.0,1752334384,7.179,45.9046,8397.24,False,238.15,312.37,7.48,,8724.9,5761,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8397.24,238.15,312.37,Europe
a95745,AAL449,United States,1752334385.0,1752334385,-93.0212,41.8482,5013.96,False,231.78,46.35,9.1,,5204.46,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,5013.96,231.78,46.35,North America
a3a9a2,AAY1284,United States,1752334382.0,1752334384,-76.6572,40.1239,10668.0,False,235.1,201.57,0.0,,11292.84,1512,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,235.1,201.57,North America
aa988a,CXK540,United States,1752334383.0,1752334383,-80.6348,35.1067,701.04,False,50.95,191.65,-0.98,,739.14,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,701.04,50.95,191.65,North America
a37af8,AAL1851,United States,1752334384.0,1752334384,-101.2488,33.0357,10972.8,False,226.25,294.88,0.0,,11612.88,6647,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,226.25,294.88,North America
ad3580,JRE950,United States,1752334383.0,1752334384,-95.7335,43.8519,12793.98,False,189.6,254.42,2.6,,13197.84,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12793.98,189.6,254.42,North America
a7178c,AAL2784,United States,1752334379.0,1752334379,-89.3032,29.1916,10058.4,False,232.98,140.02,0.33,,10668.0,3612,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10058.4,232.98,140.02,North America
aa1bcb,N750U,United States,1752334384.0,1752334384,-83.0117,39.5141,883.92,False,44.19,257.91,-0.65,,937.26,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,883.92,44.19,257.91,North America
c05c5b,CGIZI,Canada,1752334384.0,1752334384,-80.5697,43.7479,1036.32,False,55.85,148.95,0.0,,1066.8,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1036.32,55.85,148.95,North America
a83781,UAL2151,United States,1752334384.0,1752334384,-85.2854,41.3765,10363.2,False,232.01,273.81,0.0,,10919.46,0066,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10363.2,232.01,273.81,North America
abf580,N87RM,United States,1752334384.0,1752334384,-71.9516,41.778,3444.24,False,61.95,155.99,4.55,,3589.02,0142,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3444.24,61.95,155.99,North America
a3214b,N300WE,United States,1752334378.0,1752334383,-75.0015,39.0065,609.6,False,61.74,90.48,-6.18,,662.94,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,609.6,61.74,90.48,North America
46b567,NSK391,Greece,1752334300.0,1752334300,23.6558,37.6442,914.4,False,126.86,36.59,0.0,,990.6,1435,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,914.4,126.86,36.59,Europe
a1e167,N220EB,United States,1752334384.0,1752334384,-71.0999,41.6566,1920.24,False,87.76,227.61,0.0,,2019.3,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1920.24,87.76,227.61,North America
a5b154,EJA466,United States,1752334384.0,1752334384,-81.381,30.5257,12793.98,False,216.37,18.43,5.2,,13479.78,3546,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12793.98,216.37,18.43,North America
ab9286,N845BA,United States,1752334281.0,1752334281,-80.1082,25.9882,30.48,False,44.67,14.68,-2.28,,99.06,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,30.48,44.67,14.68,North America
a3a9b6,EDV5156,United States,1752334384.0,1752334384,-73.8781,40.781,,True,1.54,298.12,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,1.54,298.12,North America
8963d1,UAE5M,United Arab Emirates,1752334384.0,1752334384,14.3677,36.1679,10363.2,False,228.83,276.45,0.0,,10988.04,1401,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10363.2,228.83,276.45,Europe
8963d5,UAE57X,United Arab Emirates,1752334384.0,1752334384,27.6506,43.5933,10058.4,False,267.42,129.69,-0.33,,10538.46,7622,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10058.4,267.42,129.69,Europe
8963d3,UAE66V,United Arab Emirates,1752334384.0,1752334384,25.1902,44.402,10668.0,False,267.33,120.66,0.33,,11117.58,7237,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,267.33,120.66,Europe
a5d73c,N47586,United States,1752334384.0,1752334384,-80.5949,26.1148,701.04,False,33.47,357.36,2.93,,769.62,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,701.04,33.47,357.36,North America
a69424,ASA15,United States,1752334384.0,1752334384,-93.2973,39.7527,9144.0,False,216.08,269.32,0.0,,9593.58,5062,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9144.0,216.08,269.32,North America
484ee7,PH1469,Kingdom of the Netherlands,1752334376.0,1752334376,6.0474,52.2413,15.24,False,0.51,270.0,-0.33,,,7000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,15.24,0.51,270.0,Europe
3452c7,ANE96FH,Spain,1752334384.0,1752334384,-1.1144,45.0231,10355.58,False,234.18,353.19,0.33,,10767.06,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10355.58,234.18,353.19,Europe
a5875f,N4552T,United States,1752334349.0,1752334356,-88.4395,40.0405,228.6,False,59.16,179.5,1.3,,198.12,1355,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,228.6,59.16,179.5,North America
a083ab,N132LT,United States,1752334384.0,1752334384,-84.496,34.1464,2057.4,False,66.57,351.56,2.93,,2194.56,7440,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2057.4,66.57,351.56,North America
c05c0e,WJA2116,Canada,1752334103.0,1752334184,-80.8887,24.1996,11277.6,False,237.09,168.74,0.0,,11963.4,6356,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,237.09,168.74,North America
ac159a,RPA5749,United States,1752334383.0,1752334384,-74.4527,40.6718,5135.88,False,175.7,237.8,8.45,,5402.58,5720,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,5135.88,175.7,237.8,North America
8963e5,UAE54J,United Arab Emirates,1752334339.0,1752334372,32.6359,41.5553,11887.2,False,269.81,110.89,0.0,,12420.6,7134,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11887.2,269.81,110.89,Europe
a5d74d,N4759N,United States,1752334384.0,1752334384,-83.8329,42.0851,1203.96,False,54.8,189.73,-0.98,,1196.34,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1203.96,54.8,189.73,North America
a359c2,DAL2098,United States,1752334384.0,1752334384,-72.0096,41.5524,6751.32,False,225.76,64.78,-4.23,,7117.08,2220,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,6751.32,225.76,64.78,North America
a5610b,N446BL,United States,1752334383.0,1752334384,-78.0979,35.376,2552.7,False,87.04,217.07,-0.33,,2682.24,4572,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2552.7,87.04,217.07,North America
c026b7,CFORE,Canada,1752334098.0,1752334098,-113.109,53.4267,,True,0.06,345.94,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,0.06,345.94,North America
a13c43,SKW3478,United States,1752334374.0,1752334377,-118.3949,33.9528,53.34,False,69.49,262.77,-3.25,,45.72,0067,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,53.34,69.49,262.77,North America
abe274,N865LR,United States,1752334256.0,1752334256,-106.6045,38.3237,5387.34,False,129.3,295.95,-10.4,,5692.14,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,5387.34,129.3,295.95,North America
4bb185,THY47B,Turkey,1752334383.0,1752334383,-83.0614,34.7835,8130.54,False,219.77,223.67,-5.85,,8633.46,0721,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8130.54,219.77,223.67,North America
8963dd,UAE349,United Arab Emirates,1752334313.0,1752334313,103.9959,1.3926,137.16,False,77.21,203.15,-3.58,,144.78,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,137.16,77.21,203.15,Other
a44197,DAL1421,United States,1752334384.0,1752334384,-122.4453,37.686,1272.54,False,142.3,233.38,12.68,,1303.02,3276,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1272.54,142.3,233.38,North America
a226c5,FFT2818,United States,1752334384.0,1752334384,-105.8499,38.9742,7475.22,False,237.33,59.38,-11.7,,7932.42,3255,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7475.22,237.33,59.38,North America
a359bc,DAL1776,United States,1752334384.0,1752334384,-83.9461,31.5052,10355.58,False,240.77,341.18,0.0,,11003.28,2376,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10355.58,240.77,341.18,North America
a5d750,N4759R,United States,1752334357.0,1752334364,-112.1261,41.6276,1272.54,False,7.72,126.87,-2.6,,1310.64,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1272.54,7.72,126.87,North America
ad3594,N950KM,United States,1752334266.0,1752334266,-104.7563,39.3805,1851.66,False,47.63,152.33,-2.93,,1988.82,1200,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1851.66,47.63,152.33,North America
a4417d,DAL2706,United States,1752334383.0,1752334383,-82.5845,28.3645,4991.1,False,214.04,8.01,11.38,,5318.76,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,4991.1,214.04,8.01,North America
3465d9,VOE61SZ,Spain,1752334310.0,1752334310,23.6733,37.5127,1813.56,False,108.02,18.61,-2.93,,1958.34,4302,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1813.56,108.02,18.61,Europe
c013b3,CFHLY,Canada,1752334384.0,1752334384,-79.5961,43.5126,274.32,False,62.64,197.69,-1.95,,259.08,5345,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,274.32,62.64,197.69,North America
4bb149,,Turkey,1752334204.0,1752334307,109.2392,21.846,9174.48,False,262.88,310.08,0.0,,9822.18,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9174.48,262.88,310.08,Asia
3955f3,FGVPT,France,1752334362.0,1752334362,-1.7287,48.0677,,True,0.0,45.0,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,0.0,45.0,Europe
a44187,UAL1884,United States,1752334384.0,1752334384,-83.5334,29.9466,11887.2,False,226.07,170.17,0.0,,12588.24,5750,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11887.2,226.07,170.17,North America
4bb14c,THY6205,Turkey,1752334383.0,1752334384,44.7839,41.5304,10363.2,False,236.5,276.24,0.0,,11064.24,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10363.2,236.5,276.24,Europe
4bb14d,THY6558,Turkey,1752334384.0,1752334384,0.1962,51.063,9624.06,False,244.43,80.06,-4.23,,10005.06,6255,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9624.06,244.43,80.06,Europe
4067ee,TOM4CT,United Kingdom,1752334384.0,1752334384,14.2741,44.3833,11277.6,False,267.33,126.08,0.0,,11696.7,5222,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,267.33,126.08,Europe
a26f14,N256PG,United States,1752334384.0,1752334384,-116.8042,48.1062,1623.06,False,89.04,358.34,0.0,,1699.26,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1623.06,89.04,358.34,North America
4bb14b,THY77J,Turkey,1752334385.0,1752334385,3.7542,59.8073,9753.6,False,259.12,304.32,0.0,,10203.18,5304,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9753.6,259.12,304.32,Europe
a01c37,AAL2459,United States,1752334383.0,1752334383,-99.1518,40.6723,8534.4,False,228.89,261.47,0.0,,8945.88,1535,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8534.4,228.89,261.47,North America
3c6d43,KLM15Z,Germany,1752334384.0,1752334384,4.7402,52.3032,,True,3.34,219.38,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,3.34,219.38,Europe
4067f2,TOM3EJ,United Kingdom,1752334384.0,1752334384,3.2408,47.8459,11277.6,False,236.99,137.2,0.0,,11681.46,2732,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,236.99,137.2,Europe
a01c2b,N106NA,United States,1752334344.0,1752334344,-81.661,34.5385,1036.32,False,66.4,10.27,0.0,,1089.66,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1036.32,66.4,10.27,North America
4067f5,TOM6DN,United Kingdom,1752334384.0,1752334384,-0.0434,39.3352,7620.0,False,253.16,93.85,0.33,,7955.28,2725,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7620.0,253.16,93.85,Europe
a8372b,N6286M,United States,1752334383.0,1752334383,-123.1227,45.1883,304.8,False,31.41,58.39,-0.65,,365.76,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,304.8,31.41,58.39,North America
4067f0,TOM1XK,United Kingdom,1752334382.0,1752334382,26.0088,39.1264,11277.6,False,243.48,131.4,0.0,,11971.02,7322,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,243.48,131.4,Europe
aa97c6,N78180,United States,1752334279.0,1752334316,-79.456,35.3946,548.64,False,51.97,148.36,-2.6,,571.5,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,548.64,51.97,148.36,North America
a1f3c5,MXY700,United States,1752334379.0,1752334383,-81.1573,31.3427,5128.26,False,194.5,201.41,-8.45,,5448.3,3273,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,5128.26,194.5,201.41,North America
a609ca,N4888J,United States,1752334384.0,1752334384,-90.6045,34.0949,1950.72,False,71.61,217.12,0.0,,2072.64,7203,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1950.72,71.61,217.12,North America
a333b5,UPS2925,United States,1752334382.0,1752334382,-97.8062,39.7811,11894.82,False,261.17,66.06,0.0,,12405.36,1061,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11894.82,261.17,66.06,North America
