flight_number,airline,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,aircraft_type,status,gate,extraction_date,data_source,flight_type,flight_duration_minutes
UA8783,UA,GRU,YWG,2025-07-12 19:30:00,2025-07-12 22:45:00,B737,Scheduled,B45,2025-07-12,schedule,scheduled,195.0
XG2102,XG,DUD,YVR,2025-07-12 06:15:00,2025-07-12 12:45:00,A350,Cancelled,A44,2025-07-12,schedule,scheduled,390.0
AT5088,AT,TOE,YHZ,2025-07-12 20:30:00,2025-07-13 01:15:00,A350,On Time,D2,2025-07-12,schedule,scheduled,285.0
WG1916,WG,PYO,AXM,2025-07-12 13:15:00,2025-07-12 15:45:00,B777,Scheduled,C13,2025-07-12,schedule,scheduled,150.0
OS3359,OS,NQN,ZAL,2025-07-12 21:30:00,2025-07-13 02:45:00,A320,Scheduled,D21,2025-07-12,schedule,scheduled,315.0
G3931,G3,BOG,BCD,2025-07-12 13:00:00,2025-07-12 19:45:00,A350,Cancelled,B39,2025-07-12,schedule,scheduled,405.0
SK5971,SK,DMK,ROV,2025-07-12 21:15:00,2025-07-12 23:00:00,A350,On Time,A22,2025-07-12,schedule,scheduled,105.0
GF2130,GF,GDQ,BSB,2025-07-12 13:45:00,2025-07-12 20:30:00,A350,Delayed,D48,2025-07-12,schedule,scheduled,405.0
VA7264,VA,ICN,NGO,2025-07-12 06:30:00,2025-07-12 10:15:00,B737,Cancelled,A5,2025-07-12,schedule,scheduled,225.0
AS5893,AS,MFK,LLI,2025-07-12 13:00:00,2025-07-12 16:15:00,B737,On Time,A17,2025-07-12,schedule,scheduled,195.0
OS6652,OS,OUD,SAW,2025-07-12 09:30:00,2025-07-12 14:30:00,B777,Cancelled,B47,2025-07-12,schedule,scheduled,300.0
JU2585,JU,DRW,CUE,2025-07-12 14:30:00,2025-07-12 16:15:00,B737,Scheduled,D45,2025-07-12,schedule,scheduled,105.0
ET2066,ET,YUL,SSA,2025-07-12 22:30:00,2025-07-13 00:00:00,B787,On Time,D18,2025-07-12,schedule,scheduled,90.0
JL3934,JL,TTT,ANF,2025-07-12 22:30:00,2025-07-12 23:30:00,A350,Scheduled,D42,2025-07-12,schedule,scheduled,60.0
LO3796,LO,OUD,NPE,2025-07-12 06:00:00,2025-07-12 10:15:00,A320,On Time,B24,2025-07-12,schedule,scheduled,255.0
VY5638,VY,CLO,EUN,2025-07-13 00:30:00,2025-07-13 03:30:00,B737,Cancelled,C25,2025-07-12,schedule,scheduled,180.0
AS2721,AS,GDQ,PIU,2025-07-12 22:00:00,2025-07-13 02:00:00,B787,Cancelled,C49,2025-07-12,schedule,scheduled,240.0
JQ2184,JQ,PVG,DLM,2025-07-12 14:30:00,2025-07-12 16:30:00,B737,Cancelled,D38,2025-07-12,schedule,scheduled,120.0
W56596,W5,CPT,HIJ,2025-07-12 14:00:00,2025-07-12 19:15:00,A320,Delayed,A23,2025-07-12,schedule,scheduled,315.0
UA4336,UA,FCO,NPL,2025-07-12 11:45:00,2025-07-12 13:15:00,B787,Delayed,C16,2025-07-12,schedule,scheduled,90.0
F93938,F9,HBA,SSA,2025-07-12 22:15:00,2025-07-12 23:30:00,B777,Scheduled,C4,2025-07-12,schedule,scheduled,75.0
GF6707,GF,RPN,ENU,2025-07-12 23:30:00,2025-07-13 03:30:00,A350,On Time,A20,2025-07-12,schedule,scheduled,240.0
NZ2049,NZ,TPE,PLZ,2025-07-12 18:45:00,2025-07-13 01:30:00,B737,On Time,B3,2025-07-12,schedule,scheduled,405.0
LH2090,LH,BFN,YYZ,2025-07-12 21:30:00,2025-07-13 03:15:00,A350,Cancelled,A21,2025-07-12,schedule,scheduled,345.0
NZ1568,NZ,CGH,LAS,2025-07-12 19:15:00,2025-07-12 21:00:00,B777,Scheduled,A22,2025-07-12,schedule,scheduled,105.0
LA7537,LA,JUL,GPS,2025-07-12 08:30:00,2025-07-12 11:30:00,A350,Scheduled,C20,2025-07-12,schedule,scheduled,180.0
KQ3910,KQ,YQB,OSL,2025-07-12 08:45:00,2025-07-12 11:30:00,A320,Cancelled,A34,2025-07-12,schedule,scheduled,165.0
B68242,B6,CNF,BNE,2025-07-12 20:30:00,2025-07-13 00:45:00,B787,Cancelled,A28,2025-07-12,schedule,scheduled,255.0
MS5764,MS,LGA,SHC,2025-07-12 21:15:00,2025-07-13 03:15:00,B787,Scheduled,B33,2025-07-12,schedule,scheduled,360.0
AS5383,AS,ANF,MQX,2025-07-12 06:45:00,2025-07-12 11:15:00,B787,Delayed,D40,2025-07-12,schedule,scheduled,270.0
LO7240,LO,KUL,IST,2025-07-12 23:00:00,2025-07-13 01:30:00,B787,Cancelled,A5,2025-07-12,schedule,scheduled,150.0
IC3044,IC,CNF,CEB,2025-07-12 06:45:00,2025-07-12 10:45:00,A320,Cancelled,A18,2025-07-12,schedule,scheduled,240.0
TP6234,TP,CLO,EBL,2025-07-12 09:15:00,2025-07-12 10:30:00,B777,On Time,A28,2025-07-12,schedule,scheduled,75.0
G39793,G3,AYP,ASW,2025-07-12 15:30:00,2025-07-12 19:15:00,A320,On Time,B29,2025-07-12,schedule,scheduled,225.0
JQ3691,JQ,ROV,MCO,2025-07-12 12:15:00,2025-07-12 17:15:00,B787,Delayed,C21,2025-07-12,schedule,scheduled,300.0
VN7627,VN,CTU,WLG,2025-07-13 00:00:00,2025-07-13 05:30:00,A320,Cancelled,C3,2025-07-12,schedule,scheduled,330.0
AS4960,AS,CNS,CNX,2025-07-12 21:15:00,2025-07-13 00:15:00,A320,Scheduled,A11,2025-07-12,schedule,scheduled,180.0
UA555,UA,TNN,CUZ,2025-07-12 13:00:00,2025-07-12 17:00:00,A350,Cancelled,C50,2025-07-12,schedule,scheduled,240.0
KQ4364,KQ,AXM,SFS,2025-07-12 12:45:00,2025-07-12 14:30:00,B737,Delayed,B11,2025-07-12,schedule,scheduled,105.0
G38705,G3,HUN,ZQN,2025-07-12 16:15:00,2025-07-12 18:00:00,A320,Delayed,D41,2025-07-12,schedule,scheduled,105.0
F99369,F9,BRC,SZX,2025-07-12 11:30:00,2025-07-12 16:45:00,A350,Delayed,A41,2025-07-12,schedule,scheduled,315.0
FJ5577,FJ,IBA,ZQN,2025-07-12 13:00:00,2025-07-12 15:00:00,B777,Cancelled,C13,2025-07-12,schedule,scheduled,120.0
JQ4089,JQ,JUJ,CRK,2025-07-12 11:30:00,2025-07-12 14:00:00,A350,Cancelled,B39,2025-07-12,schedule,scheduled,150.0
DL3222,DL,DUR,JRS,2025-07-12 23:15:00,2025-07-13 04:45:00,B737,Scheduled,B26,2025-07-12,schedule,scheduled,330.0
DT9695,DT,CNF,FEZ,2025-07-12 23:45:00,2025-07-13 02:45:00,A350,Scheduled,B17,2025-07-12,schedule,scheduled,180.0
FJ9471,FJ,KUL,PLZ,2025-07-12 23:15:00,2025-07-13 02:00:00,B787,Cancelled,C11,2025-07-12,schedule,scheduled,165.0
DJ4974,DJ,DUD,EIL,2025-07-12 17:30:00,2025-07-12 21:15:00,B777,Delayed,A1,2025-07-12,schedule,scheduled,225.0
PK1441,PK,DIR,IBA,2025-07-12 08:30:00,2025-07-12 13:15:00,B777,Scheduled,B9,2025-07-12,schedule,scheduled,285.0
VA2270,VA,OUD,SZX,2025-07-12 18:15:00,2025-07-12 20:00:00,B737,On Time,D24,2025-07-12,schedule,scheduled,105.0
CX3016,CX,TSN,YHM,2025-07-12 20:30:00,2025-07-12 23:45:00,A320,Delayed,A43,2025-07-12,schedule,scheduled,195.0
SK3178,SK,LTX,IPC,2025-07-12 11:30:00,2025-07-12 16:00:00,A320,Cancelled,B13,2025-07-12,schedule,scheduled,270.0
KQ8465,KQ,GMP,DPS,2025-07-12 22:30:00,2025-07-12 23:45:00,A350,Scheduled,A9,2025-07-12,schedule,scheduled,75.0
DJ9347,DJ,PHX,TOE,2025-07-12 15:00:00,2025-07-12 19:15:00,B787,On Time,D49,2025-07-12,schedule,scheduled,255.0
CX5483,CX,RPN,BEV,2025-07-12 11:30:00,2025-07-12 16:15:00,B787,On Time,C33,2025-07-12,schedule,scheduled,285.0
D89167,D8,MTY,OOL,2025-07-12 13:15:00,2025-07-12 17:30:00,B737,On Time,C28,2025-07-12,schedule,scheduled,255.0
